SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,saps_precinct_mapped,saps_precinct_name,saps_robbery_with_aggravating_circumstances_q1_2026,saps_robbery_with_aggravating_circumstances_trend,saps_burglary_at_residential_premises_q1_2026,saps_burglary_at_residential_premises_trend,saps_theft_of_motor_vehicle_and_motorcycle_q1_2026,saps_theft_of_motor_vehicle_and_motorcycle_trend,saps_carjacking_q1_2026,saps_carjacking_trend,saps_truck_hijacking_q1_2026,saps_truck_hijacking_trend
CAPITAL PARK,7,Theft,7,Theft:7,March,Friday,12,193339.5,27619.93,0,0.019047619047619,0.0150533961312103,0.0171,False,,,,,,,,,,,
BEZUIDENHOUT VALLEY,6,Theft,6,Theft:6,November,Monday,19,291248.44,48541.41,0,0.0095238095238095,0.0244679794630973,0.017,False,,,,,,,,,,,
VANDERBIJLPARK C. C.,7,Theft,7,Theft:7,March,Sunday,0,189205.65,27029.38,0,0.019047619047619,0.01465589948477,0.0169,False,,,,,,,,,,,
FLORIDA HILLS,6,Theft,5,Theft:5; Burglary:1,April,Saturday,0,287095.09,47849.18,0,0.0095238095238095,0.0240686077644404,0.0168,False,,,,,,,,,,,
VANDERBIJLPARK N. E. 3,6,Theft,6,Theft:6,May,Tuesday,5,282721.57,47120.26,0,0.0095238095238095,0.0236480652839103,0.0166,False,,,,,,,,,,,
BLOUBOSRAND,5,Theft,5,Theft:5,August,Sunday,12,381879.11,76375.82,0,0.0,0.0331827096515739,0.0166,False,,,,,,,,,,,
MARLOTH PARK,8,Theft,8,Theft:8,March,Tuesday,0,83414.66,10426.83,0,0.0285714285714285,0.0044834056234554,0.0165,False,,,,,,,,,,,
MINDALORE,5,Theft,5,Theft:5,July,Monday,14,376912.72,75382.54,0,0.0,0.0327051588527025,0.0164,False,,,,,,,,,,,
CHARTWELL,8,Theft,8,Theft:8,December,Sunday,0,78467.73,9808.47,0,0.0285714285714285,0.0040077260305397,0.0163,False,,,,,,,,,,,
CLIFTON,7,Theft,7,Theft:7,November,Sunday,17,173511.64,24787.38,0,0.019047619047619,0.0131468180366769,0.0161,False,,,,,,,,,,,
ILLIONDALE,5,Theft,5,Theft:5,February,Sunday,0,370861.6,74172.32,0,0.0,0.0321233041876306,0.0161,False,,,,,,,,,,,
DIE BOORD,6,Theft,4,Theft:4; Burglary:1; Attempted Theft:1,September,Sunday,17,272719.3,45453.22,0,0.0095238095238095,0.0226862817693198,0.0161,False,,,,,,,,,,,
SWELLENDAM,7,Theft,7,Theft:7,February,Sunday,11,171854.94,24550.71,0,0.019047619047619,0.0129875155234851,0.016,False,,,,,,,,,,,
STRUBENVALE,7,Theft,7,Theft:7,September,Wednesday,0,171372.44,24481.78,0,0.019047619047619,0.0129411200006898,0.016,False,,,,,,,,,,,
ORANJEVILLE,5,Theft,5,Theft:5,June,Monday,12,369764.63,73952.93,0,0.0,0.0320178233655772,0.016,False,,,,,,,,,,,
HONEYDEW RIDGE,6,Theft,5,Theft:5; Malicious Damage:1,October,Friday,16,265277.77,44212.96,0,0.0095238095238095,0.0219707301118129,0.0157,False,,,,,,,,,,,
CENTURION GOLF ESTATE,7,Theft,6,Theft:6; Hijack:1,December,Tuesday,10,165253.47,23607.64,0,0.019047619047619,0.0123527411154694,0.0157,False,,,,,,,,,,,
SOUTHDALE,5,Theft,5,Theft:5,November,Wednesday,12,360494.01,72098.8,0,0.0,0.0311263927717187,0.0156,False,,,,,,,,,,,
LANSDOWNE,7,Theft,7,Theft:7,May,Thursday,12,162483.41,23211.92,0,0.019047619047619,0.012086381774797,0.0156,False,,,,,,,,,,,
NORTHPINE,6,Theft,6,Theft:6,September,Thursday,4,256783.38,42797.23,0,0.0095238095238095,0.0211539390965231,0.0153,False,,,,,,,,,,,
SEA COW LAKE,5,Theft,4,Theft:4; Hijack:1,April,Sunday,16,349072.78,69814.56,0,0.0,0.0300281669959351,0.015,False,,,,,,,,,,,
KLERKSDORP INDUSTRIAL,5,Theft,5,Theft:5,December,Monday,6,349285.54,69857.11,0,0.0,0.030048625257966,0.015,False,,,,,,,,,,,
GEELHOUTPARK,5,Theft,5,Theft:5,December,Wednesday,1,348333.7,69666.74,0,0.0,0.0299570996322303,0.015,False,,,,,,,,,,,
ERMELO,6,Theft,6,Theft:6,March,Friday,11,247730.0,41288.33,0,0.0095238095238095,0.0202833975459228,0.0149,False,,,,,,,,,,,
ROWALLAN PARK,7,Theft,7,Theft:7,June,Friday,20,147785.79,21112.26,0,0.019047619047619,0.0106731097255806,0.0149,False,,,,,,,,,,,
PYRAMID,6,Theft,6,Theft:6,September,Tuesday,6,246198.66,41033.11,0,0.0095238095238095,0.0201361492145707,0.0148,False,,,,,,,,,,,
CAPE FARMS,5,Theft,5,Theft:5,April,Wednesday,14,340118.24,68023.65,0,0.0,0.0291671295561598,0.0146,False,,,,,,,,,,,
BOKSBURG SOUTH,7,Theft,4,Theft:4; Accidental Loss:1; Hijack:1; Armed Robbery:1,October,Tuesday,17,140071.75,23345.29,1,0.019047619047619,0.0099313544537381,0.0145,False,,,,,,,,,,,
DANA BAY,7,Theft,7,Theft:7,October,Wednesday,5,138796.24,19828.03,0,0.019047619047619,0.0098087058459026,0.0144,False,,,,,,,,,,,
MITCHELLS PLAIN CENTRE,7,Theft,7,Theft:7,September,Monday,18,134567.73,19223.96,0,0.019047619047619,0.0094021070229073,0.0142,False,,,,,,,,,,,
ONTDEKKERSPARK,5,Theft,5,Theft:5,January,Friday,15,331380.89,66276.18,0,0.0,0.0283269763518164,0.0142,False,,,,,,,,,,,
BOOYSENS,5,Theft,5,Theft:5,October,Wednesday,13,329032.65,65806.53,0,0.0,0.0281011777560674,0.0141,False,,,,,,,,,,,
CRESTA,7,Theft,7,Theft:7,May,Thursday,16,130772.95,18681.85,0,0.019047619047619,0.0090372141690353,0.014,False,,,,,,,,,,,
TYGER VALLEY,7,Theft,7,Theft:7,May,Wednesday,20,129807.66,18543.95,0,0.019047619047619,0.0089443952380527,0.014,False,,,,,,,,,,,
SUNNYDALE,5,Theft,5,Theft:5,December,Sunday,5,325043.57,65008.71,0,0.0,0.0277176016895962,0.0139,False,,,,,,,,,,,
BERGSIG,7,Theft,7,Theft:7,December,Friday,4,128095.57,18299.37,0,0.019047619047619,0.0087797666150006,0.0139,False,,,,,,,,,,,
EERSTE RIVER,7,Theft,7,Theft:7,August,Tuesday,11,124225.67,17746.52,0,0.019047619047619,0.0084076504830512,0.0137,False,,,,,,,,,,,
SANDTON COUNTRY CLUB ESTATE,7,Theft,7,Theft:7,July,Thursday,9,122140.27,17448.61,0,0.019047619047619,0.0082071256680515,0.0136,False,,,,,,,,,,,
WEST BEACH,5,Theft,5,Theft:5,October,Monday,15,308957.54,61791.51,0,0.0,0.0261708249609928,0.0131,False,,,,,,,,,,,
LENTEGEUR,5,Theft,4,Theft:4; Hijack:1,August,Monday,10,307303.6,61460.72,0,0.0,0.0260117878398071,0.013,False,,,,,,,,,,,
STRUIS BAY,7,Theft,7,Theft:7,December,Tuesday,21,107166.63,15309.52,0,0.019047619047619,0.0067673124951004,0.0129,False,,,,,,,,,,,
LOTUS PARK,7,Theft,6,Theft:6; Hijack:1,May,Tuesday,4,107119.27,15302.75,0,0.019047619047619,0.0067627585221272,0.0129,False,,,,,,,,,,,
GROBLERSDAL,7,Theft,7,Theft:7,September,Saturday,12,102733.72,14676.25,0,0.019047619047619,0.0063410592786142,0.0127,False,,,,,,,,,,,
MAMELODI EAST OPEN AREA,6,Theft,6,Theft:6,October,Wednesday,12,200583.8,33430.63,0,0.0095238095238095,0.0157499828375028,0.0126,False,,,,,,,,,,,
SOUTHRIDGE,7,Theft,6,Theft:6; Burglary:1,May,Thursday,13,98088.91,14012.7,0,0.019047619047619,0.0058944304947076,0.0125,False,,,,,,,,,,,
BONNIE DOON,7,Theft,7,Theft:7,October,Thursday,10,93511.9,13358.84,0,0.019047619047619,0.0054543211231234,0.0123,False,,,,,,,,,,,
RICHMOND,7,Theft,7,Theft:7,March,Wednesday,10,95203.81,13600.54,0,0.019047619047619,0.0056170093075226,0.0123,False,,,,,,,,,,,
NORTHDENE,6,Theft,5,Theft:5; Malicious Damage:1,July,Tuesday,19,188632.41,31438.73,0,0.0095238095238095,0.0146007787189935,0.0121,False,,,,,,,,,,,
VIRGINIA,6,Theft,6,Theft:6,July,Monday,8,189261.29,31543.55,0,0.0095238095238095,0.0146612496337614,0.0121,False,,,,,,,,,,,
HEATHER PARK,6,Theft,6,Theft:6,November,Sunday,9,185963.85,30993.98,0,0.0095238095238095,0.0143441792654998,0.0119,False,,,,,,,,,,,
CERES,7,Theft,6,Theft:6; Hijack:1,August,Monday,0,83412.65,11916.09,0,0.019047619047619,0.0044832123488423,0.0118,False,,,,,,,,,,,
GREYTON,6,Theft,6,Theft:6,January,Saturday,3,183299.83,30549.97,0,0.0095238095238095,0.0140880163626248,0.0118,False,,,,,,,,,,,
SONEIKE,7,Theft,6,Theft:6; Armed Robbery:1,March,Friday,3,82962.54,13827.09,1,0.019047619047619,0.004439931335857,0.0117,False,,,,,,,,,,,
IVYPARK,5,Theft,5,Theft:5,February,Monday,0,277894.01,55578.8,0,0.0,0.0231838638952558,0.0116,False,,,,,,,,,,,
OR TAMBO INTERNATIONAL AIRPORT,7,Theft,7,Theft:7,February,Friday,12,80269.58,11467.08,0,0.019047619047619,0.0041809856631795,0.0116,False,,,,,,,,,,,
RAISETHORPE,5,Theft,5,Theft:5,December,Monday,13,277060.29,55412.06,0,0.0,0.0231036962781265,0.0116,False,,,,,,,,,,,
WALMER ESTATE,6,Theft,6,Theft:6,August,Sunday,7,174144.55,29024.09,0,0.0095238095238095,0.0132076764622362,0.0114,False,,,,,,,,,,,
NELSPRUIT 312-JT,6,Theft,6,Theft:6,June,Friday,23,166497.55,27749.59,0,0.0095238095238095,0.0124723675237579,0.011,False,,,,,,,,,,,
THREE RIVERS EAST,5,Theft,5,Theft:5,December,Sunday,9,264813.39,52962.68,0,0.0,0.0219260769452312,0.011,False,,,,,,,,,,,
VASCO ESTATE,6,Theft,6,Theft:6,May,Tuesday,14,164795.85,27465.98,0,0.0095238095238095,0.0123087379669894,0.0109,False,,,,,,,,,,,
BIRCH ACRES,6,Theft,6,Theft:6,October,Wednesday,20,162705.34,27117.56,0,0.0095238095238095,0.0121077217921524,0.0108,False,,,,,,,,,,,
ZINKWAZI BEACH,6,Theft,6,Theft:6,May,Wednesday,2,161204.49,26867.41,0,0.0095238095238095,0.0119634052732149,0.0107,False,,,,,,,,,,,
THORNTON,6,Theft,6,Theft:6,November,Monday,2,157878.38,26313.06,0,0.0095238095238095,0.0116435780974123,0.0106,False,,,,,,,,,,,
LINCOLN MEADE,5,Theft,4,Theft:4; Hijack:1,July,Sunday,7,254340.76,50868.15,0,0.0,0.0209190652480458,0.0105,False,,,,,,,,,,,
GREENBURY,5,Theft,4,Theft:4; Burglary:1,April,Monday,11,254056.23,50811.25,0,0.0,0.0208917058322926,0.0104,False,,,,,,,,,,,
RIVERTON,7,Theft,7,Theft:7,October,Saturday,20,52027.09,7432.44,0,0.019047619047619,0.0014652859977048,0.0103,False,,,,,,,,,,,
ORKNEY,6,Theft,6,Theft:6,September,Saturday,0,151015.33,25169.22,0,0.0095238095238095,0.0109836510658674,0.0103,False,,,,,,,,,,,
FAIRVIEW,7,Theft,5,Theft:5; Armed Robbery:2,June,Wednesday,4,52756.96,8792.83,1,0.019047619047619,0.0015354677598242,0.0103,False,,,,,,,,,,,
MONTCLAIR,6,Theft,4,Theft:4; Hijack:1; Armed Robbery:1,October,Saturday,8,148724.37,29744.87,1,0.0095238095238095,0.0107633603158091,0.0101,False,,,,,,,,,,,
FAIRWAYS,5,Theft,5,Theft:5,May,Saturday,6,243082.54,48616.51,0,0.0,0.0198365139472278,0.0099,False,,,,,,,,,,,
TASBET PARK,5,Theft,4,Theft:4; Burglary:1,December,Friday,6,242322.56,48464.51,0,0.0,0.0197634369121729,0.0099,False,,,,,,,,,,,
FRAMESBY,6,Theft,6,Theft:6,June,Tuesday,2,140600.41,23433.4,0,0.0095238095238095,0.009982188561678,0.0098,False,,,,,,,,,,,
EDELWEISS,5,Theft,4,Theft:4; Burglary:1,February,Tuesday,8,240340.82,48068.16,0,0.0,0.0195728796824436,0.0098,False,,,,,,,,,,,
BISHOPSCOURT,5,Theft,5,Theft:5,May,Thursday,6,237672.74,47534.55,0,0.0,0.0193163263840814,0.0097,False,,,,,,,,,,,
LANGA,5,Theft,5,Theft:5,September,Thursday,17,237111.95,47422.39,0,0.0,0.0192624027670278,0.0096,False,,,,,,,,,,,
HARTENBOS,6,Theft,6,Theft:6,December,Monday,8,136129.89,22688.32,0,0.0095238095238095,0.0095523188983268,0.0095,False,,,,,,,,,,,
SOUTHGATE,5,Theft,5,Theft:5,February,Monday,14,225163.17,45032.63,0,0.0,0.0181134496170459,0.0091,False,,,,,,,,,,,
BONNIE BRAE,6,Theft,6,Theft:6,February,Thursday,23,124780.97,20796.83,0,0.0095238095238095,0.0084610462007885,0.009,False,,,,,,,,,,,
PLATTEKLOOF GLEN,6,Theft,6,Theft:6,June,Wednesday,3,125236.12,20872.69,0,0.0095238095238095,0.0085048118426544,0.009,False,,,,,,,,,,,
BLUEWATER BAY,6,Theft,5,Theft:5; Burglary:1,January,Wednesday,22,119433.35,19905.56,0,0.0095238095238095,0.0079468376503,0.0087,False,,,,,,,,,,,
GLEN HILLS,6,Theft,5,Theft:5; Burglary:1,January,Friday,0,114153.81,19025.63,0,0.0095238095238095,0.0074391754359605,0.0085,False,,,,,,,,,,,
VINCENT HEIGHTS,6,Theft,6,Theft:6,October,Thursday,4,113620.14,18936.69,0,0.0095238095238095,0.0073878595838358,0.0085,False,,,,,,,,,,,
LADYSMITH,5,Theft,5,Theft:5,June,Tuesday,10,208222.87,41644.57,0,0.0,0.0164845292547464,0.0082,False,,,,,,,,,,,
KLERKSDORP CENTRAL,6,Theft,6,Theft:6,November,Saturday,2,107692.59,17948.76,0,0.0095238095238095,0.0068178869804256,0.0082,False,,,,,,,,,,,
DUNNOTTAR,6,Theft,6,Theft:6,October,Thursday,2,101177.39,16862.9,0,0.0095238095238095,0.0061914079957292,0.0079,False,,,,,,,,,,,
DE BRON,5,Theft,5,Theft:5,December,Tuesday,1,199663.18,39932.64,0,0.0,0.0156614592184441,0.0078,False,,,,,,,,,,,
HILLBROW,5,Theft,4,Theft:4; Hijack:1,April,Saturday,14,196486.26,39297.25,0,0.0,0.0153559776344463,0.0077,False,,,,,,,,,,,
WARNER BEACH,6,Theft,6,Theft:6,July,Thursday,17,96196.29,16032.71,0,0.0095238095238095,0.0057124427343908,0.0076,False,,,,,,,,,,,
MAITLAND,5,Theft,4,Theft:4; Armed Robbery:1,June,Wednesday,11,194725.0,38945.0,0,0.0,0.0151866209951127,0.0076,False,,,,,,,,,,,
MODJADJISKLOOF,5,Theft,5,Theft:5,October,Wednesday,17,190240.35,38048.07,0,0.0,0.0147553926400785,0.0074,False,,,,,,,,,,,
LOCHNERHOF,6,Theft,6,Theft:6,November,Friday,16,89065.1,14844.18,0,0.0095238095238095,0.0050267322925198,0.0073,False,,,,,,,,,,,
TABLE MOUNTAIN (NATURE RESERVE),6,Theft,5,Theft:5; Attempted Theft:1,February,Sunday,7,87063.6,14510.6,0,0.0095238095238095,0.0048342750098777,0.0072,False,,,,,,,,,,,
GANS BAY,6,Theft,6,Theft:6,June,Sunday,7,85290.7,14215.12,0,0.0095238095238095,0.0046637991086055,0.0071,False,,,,,,,,,,,
WITKOPPEN,5,Theft,3,Theft:3; Accidental Loss:1; Burglary:1,September,Saturday,16,185304.82,37060.96,0,0.0,0.0142808092315355,0.0071,False,,,,,,,,,,,
LOERIE PARK,5,Theft,5,Theft:5,February,Friday,9,179705.9,35941.18,0,0.0,0.0137424365465839,0.0069,False,,,,,,,,,,,
WHITE RIVER AH,5,Theft,5,Theft:5,December,Wednesday,6,175373.17,35074.63,0,0.0,0.0133258162906648,0.0067,False,,,,,,,,,,,
PARK HILL,6,Theft,6,Theft:6,January,Saturday,0,77417.63,12902.94,0,0.0095238095238095,0.0039067520647627,0.0067,False,,,,,,,,,,,
PRETORIA GARDENS,5,Theft,5,Theft:5,January,Wednesday,18,169717.0,33943.4,0,0.0,0.0127819386447182,0.0064,False,,,,,,,,,,,
SODWANA BAY NATIONAL PARK,5,Theft,5,Theft:5,March,Saturday,3,169977.87,33995.57,0,0.0,0.0128070229971154,0.0064,False,,,,,,,,,,,
UMTENTWENI,5,Theft,5,Theft:5,February,Saturday,1,170104.84,34020.97,0,0.0,0.0128192319909585,0.0064,False,,,,,,,,,,,
MARAISBURG,5,Theft,3,Theft:3; Hijack:2,March,Tuesday,4,167101.5,33420.3,0,0.0,0.0125304412563842,0.0063,False,,,,,,,,,,,
COSMO CITY,5,Burglary,2,Burglary:2; Theft:2; Armed Robbery:1,July,Tuesday,2,166787.7,33357.54,0,0.0,0.0125002673391756,0.0063,False,,,,,,,,,,,
WINDSOR,5,Theft,3,Theft:3; Hijack:1; Armed Robbery:1,October,Thursday,4,166972.89,55657.63,2,0.0,0.0125180745658419,0.0063,False,,,,,,,,,,,
RYDALVALE,5,Theft,5,Theft:5,December,Sunday,21,164681.7,32936.34,0,0.0,0.012297761699783,0.0061,False,,,,,,,,,,,
KENTON-ON-SEA,5,Theft,5,Theft:5,November,Thursday,8,156027.3,31205.46,0,0.0,0.0114655846790994,0.0057,False,,,,,,,,,,,
ARBORETUM,5,Theft,5,Theft:5,November,Saturday,17,150665.97,30133.19,0,0.0,0.0109500578226679,0.0055,False,,,,,,,,,,,
SCOTTBURGH,5,Theft,5,Theft:5,January,Saturday,3,149393.88,29878.78,0,0.0,0.0108277380701442,0.0054,False,,,,,,,,,,,
VREDENBURG,5,Theft,5,Theft:5,August,Wednesday,14,146016.74,29203.35,0,0.0,0.0105030040269256,0.0053,False,,,,,,,,,,,
STILFONTEIN,6,Theft,5,Theft:5; Armed Robbery:1,October,Wednesday,4,48200.16,8033.36,0,0.0095238095238095,0.0010973017115886,0.0053,False,,,,,,,,,,,
FARNINGHAM RIDGE,5,Theft,5,Theft:5,January,Friday,15,145872.7,29174.54,0,0.0,0.0104891536412189,0.0052,False,,,,,,,,,,,
STELLENBOSCH FARMS,5,Theft,4,Theft:4; Attempted Theft:1,May,Wednesday,11,145530.55,29106.11,0,0.0,0.0104562536865569,0.0052,False,,,,,,,,,,,
ADAMAYVIEW,6,Theft,6,Theft:6,December,Tuesday,10,40743.41,6790.57,0,0.0095238095238095,0.0003802865517876,0.005,False,,,,,,,,,,,
OUDTSHOORN,6,Theft,6,Theft:6,November,Sunday,6,36788.54,6131.42,0,0.0095238095238095,0.0,0.0048,False,,,,,,,,,,,
MARBLE HALL,5,Theft,5,Theft:5,January,Monday,14,134172.71,26834.54,0,0.0,0.0093641232728252,0.0047,False,,,,,,,,,,,
FARMS PORT ELIZABETH,5,Theft,4,Theft:4; Armed Robbery:1,November,Saturday,7,132489.01,26497.8,0,0.0,0.0092022245334874,0.0046,False,,,,,,,,,,,
CASSELDALE,5,Theft,5,Theft:5,July,Sunday,5,131869.4,26373.88,0,0.0,0.0091426449896963,0.0046,False,,,,,,,,,,,
BRACKENFELL NORTH,5,Theft,5,Theft:5,August,Saturday,9,126426.0,25285.2,0,0.0,0.008619226567346,0.0043,False,,,,,,,,,,,
BRYANSTON EAST,5,Theft,5,Theft:5,August,Monday,2,123191.34,24638.27,0,0.0,0.0083081929056566,0.0042,False,,,,,,,,,,,
VELD EN VLEI,5,Theft,5,Theft:5,September,Sunday,3,122688.85,24537.77,0,0.0,0.008259875213948,0.0041,False,,,,,,,,,,,
MOUNT FRERE,5,Theft,5,Theft:5,November,Thursday,3,121786.61,24357.32,0,0.0,0.0081731189517991,0.0041,False,,,,,,,,,,,
DULLSTROOM,5,Theft,5,Theft:5,July,Saturday,22,118833.66,23766.73,0,0.0,0.0078891735444655,0.0039,False,,,,,,,,,,,
CENTURION,5,Theft,5,Theft:5,September,Saturday,15,112074.49,22414.9,0,0.0,0.0072392352526263,0.0036,False,,,,,,,,,,,
WHITE RIVER,5,Theft,5,Theft:5,December,Monday,21,109805.87,21961.17,0,0.0,0.0070210926393125,0.0035,False,,,,,,,,,,,
HAMMANSKRAAL,5,Theft,5,Theft:5,April,Saturday,10,102665.56,20533.11,0,0.0,0.0063345052499433,0.0032,False,,,,,,,,,,,
RAMSGATE,5,Theft,5,Theft:5,April,Monday,2,103920.05,20784.01,0,0.0,0.0064551326476459,0.0032,False,,,,,,,,,,,
SALT RIVER,5,Theft,5,Theft:5,May,Friday,18,98410.24,19682.05,0,0.0,0.0059253284705415,0.003,False,,,,,,,,,,,
KIRSTENHOF,5,Theft,5,Theft:5,March,Thursday,10,93085.52,18617.1,0,0.0,0.0054133219044509,0.0027,False,,,,,,,,,,,
HATTON ESTATE,5,Theft,5,Theft:5,December,Saturday,2,91305.95,18261.19,0,0.0,0.0052422046391641,0.0026,False,,,,,,,,,,,
VANDERBIJLPARK S. W. 1,5,Theft,5,Theft:5,November,Sunday,14,86334.95,17266.99,0,0.0,0.0047642105587175,0.0024,False,,,,,,,,,,,
THE ORCHARDS,5,Theft,4,Theft:4; Hijack:1,February,Sunday,4,73965.76,14793.15,0,0.0,0.003574832244511,0.0018,False,,,,,,,,,,,
WOODHAVEN,5,Theft,5,Theft:5,November,Saturday,6,72860.04,14572.01,0,0.0,0.0034685100528732,0.0017,False,,,,,,,,,,,
HAZELDEAN,5,Theft,4,Theft:4; Burglary:1,March,Thursday,13,63485.36,12697.07,0,0.0,0.0025670734111347,0.0013,False,,,,,,,,,,,
SAND BAY,5,Theft,5,Theft:5,April,Tuesday,16,61271.81,12254.36,0,0.0,0.0023542261375936,0.0012,False,,,,,,,,,,,
DOOR DE KRAAL,5,Theft,5,Theft:5,August,Thursday,17,60465.7,12093.14,0,0.0,0.0022767134020899,0.0011,False,,,,,,,,,,,
BROADWOOD,5,Theft,5,Theft:5,November,Friday,5,58243.47,11648.69,0,0.0,0.0020630314899211,0.001,False,,,,,,,,,,,
KROONSTAD,5,Theft,5,Theft:5,April,Tuesday,2,57053.0,11410.6,0,0.0,0.0019485600328804,0.001,False,,,,,,,,,,,
NORTH END,5,Theft,5,Theft:5,February,Tuesday,18,56309.84,11261.97,0,0.0,0.001877100350558,0.0009,False,,,,,,,,,,,
ODENDAALSRUS,5,Theft,5,Theft:5,August,Thursday,19,55228.1,11045.62,0,0.0,0.001773083992364,0.0009,False,,,,,,,,,,,
MOUILLE POINT,5,Theft,5,Theft:5,January,Wednesday,16,51849.75,10369.95,0,0.0,0.0014482335997514,0.0007,False,,,,,,,,,,,
BIRDSWOOD,5,Theft,5,Theft:5,October,Sunday,0,49355.65,9871.13,0,0.0,0.0012084096134223,0.0006,False,,,,,,,,,,,
PLATTEKLOOF 1,5,Theft,5,Theft:5,August,Wednesday,11,49265.71,9853.14,0,0.0,0.0011997612956602,0.0006,False,,,,,,,,,,,
DURMONTE,5,Theft,5,Theft:5,June,Thursday,2,46164.61,9232.92,0,0.0,0.0009015702993067,0.0005,False,,,,,,,,,,,
KLEINMOND,5,Theft,5,Theft:5,June,Thursday,18,40645.5,8129.1,0,0.0,0.0003708718665298,0.0002,False,,,,,,,,,,,
EAST LONDON CENTRAL,5,Theft,4,Theft:4; Armed Robbery:1,February,Friday,17,39655.15,7931.03,0,0.0,0.0002756432530575,0.0001,False,,,,,,,,,,,
